XZI Gare_de_Lorraine_TGV Metz–Nancy France
UPP Upolu_Airport Hawi,_Hawaii United_States
HWI Hawk_Inlet_Seaplane_Base Hawk_Inlet,_Alaska United_States
HHR Hawthorne_Municipal_Airport_(Jack_Northrop_Field) Hawthorne,_California United_States
HTH Hawthorne_Industrial_Airport Hawthorne,_Nevada United_States
HAY Haycock_Airport Haycock,_Alaska United_States
HDN Yampa_Valley_Airport Hayden,_Colorado United_States
HYS Hays_Regional_Airport Hays,_Kansas United_States
HWD Hayward_Executive_Airport Hayward,_California United_States
HYR Sawyer_County_Airport Hayward,_Wisconsin United_States
HZL Hazleton_Municipal_Airport Hazleton,_Pennsylvania United_States
HKB Healy_Lake_Airport Healy_Lake,_Alaska United_States
CVG Cincinnati/Northern_Kentucky_International_Airport Hebron,_Kentucky United_States
HEE Thompson-Robbins_Airport Helena_/_West_Helena,_Arkansas United_States
HLN Helena_Regional_Airport Helena,_Montana United_States
HMT Hemet-Ryan_Airport Hemet,_California United_States
HSH Henderson_Executive_Airport Henderson United_States
HED Herendeen_Bay_Airport Herendeen_Bay,_Alaska United_States
AHC Amedee_Army_Airfield Herlong,_California United_States
HES Hermiston_Municipal_Airport Hermiston,_Oregon United_States
HIB Chisholm-Hibbing_Airport Hibbing,_Minnesota United_States
HKY Hickory_Regional_Airport Hickory,_North_Carolina United_States
HLC Hill_City_Municipal_Airport Hill_City,_Kansas United_States
HIO Portland-Hillsboro_Airport Hillsboro_/_Portland,_Oregon United_States
ITO Hilo_International_Airport Hilo,_Hawaii United_States
HHH Hilton_Head_Airport Hilton_Head_Island,_South_Carolina United_States
HBR Hobart_Municipal_Airport Hobart,_Oklahoma United_States
HOB Lea_County_Regional_Airport Hobbs,_New_Mexico United_States
HBB Industrial_Airpark Hobbs,_New_Mexico United_States
HGZ Hog_River_Airport Hogatza,_Alaska United_States
HDE Brewster_Field Holdrege,_Nebraska United_States
HLM Park_Township_Airport Holland,_Michigan United_States
HYL Hollis_Seaplane_Base Hollis,_Alaska United_States
HLI Hollister_Municipal_Airport Hollister,_California United_States
HWO North_Perry_Airport Hollywood,_Florida United_States
HCR Holy_Cross_Airport Holy_Cross,_Alaska United_States
HOM Homer_Airport Homer,_Alaska United_States
HST Homestead_Air_Reserve_Base Homestead,_Florida United_States
HDO Hondo_Municipal_Airport_(former_Hondo_AAF) Hondo,_Texas United_States
HIK Hickam_Air_Force_Base Honolulu,_Hawaii United_States
HNL Honolulu_International_Airport Honolulu,_Hawaii United_States
HNH Hoonah_Airport Hoonah,_Alaska United_States
HPB Hooper_Bay_Airport Hooper_Bay,_Alaska United_States
HQM Bowerman_Airport Hoquiam,_Washington United_States
HOT Memorial_Field_Airport Hot_Springs,_Arkansas United_States
HSP Ingalls_Field Hot_Springs,_Virginia United_States
HTL Roscommon_County_-_Blodgett_Memorial_Airport Houghton_Lake,_Michigan United_States
HUL Houlton_International_Airport Houlton,_Maine United_States
HUM Houma-Terrebonne_Airport Houma,_Louisiana United_States
AAP Andrau_Airpark Houston,_Texas United_States
JDX Houston_Central_Business_District_Heliport Houston,_Texas United_States
JGP Greenway_Plaza_Heliport Houston,_Texas United_States
JGQ Transco_Tower_Garage_Heliport Houston,_Texas United_States
CXO Lone_Star_Executive_Airport Houston,_Texas United_States
HOU William_P._Hobby_Airport Houston,_Texas United_States
DWH David_Wayne_Hooks_Memorial_Airport Houston,_Texas United_States
JWH Westchase_Hilton_Heliport Houston,_Texas United_States
EFD Ellington_Field Houston,_Texas United_States
IWS West_Houston_Airport Houston,_Texas United_States
IAH George_Bush_Intercontinental_Airport Houston,_Texas United_States
HCC Columbia_County_Airport Hudson,_New_York United_States
HUS Hughes_Airport Hughes,_Alaska United_States
HUJ Stan_Stamper_Municipal_Airport Hugo,_Oklahoma United_States
HUC Humacao_Airport Humacao,_Puerto_Rico United_States
HUD Humboldt_Municipal_Airport Humboldt,_Iowa United_States
HNB Huntingburg_Airport Huntingburg,_Indiana United_States
HTS Tri-State_Airport_(Milton_J._Ferguson_Field) Huntington,_West_Virginia United_States
HSV Huntsville_International_Airport_(Carl_T._Jones_Field) Huntsville_/_Decatur,_Alabama United_States
HTV Huntsville_Municipal_Airport Huntsville,_Texas United_States
HON Huron_Regional_Airport Huron,_South_Dakota United_States
HSL Huslia_Airport Huslia,_Alaska United_States
HUT Hutchinson_Municipal_Airport Hutchinson,_Kansas United_States
HYA Barnstable_Municipal_Airport_(Boardman/Polando_Field) Hyannis,_Massachusetts United_States
HYG Hydaburg_Seaplane_Base Hydaburg,_Alaska United_States
WHD Hyder_Seaplane_Base Hyder,_Alaska United_States
ICY Icy_Bay_Airport Icy_Bay,_Alaska United_States
IDG Ida_Grove_Municipal_Airport Ida_Grove,_Iowa United_States
IDA Idaho_Falls_Regional_Airport Idaho_Falls,_Idaho United_States
IGG Igiugig_Airport Igiugig,_Alaska United_States
ILI Iliamna_Airport Iliamna,_Alaska United_States
IMM Immokalee_Airport Immokalee,_Florida United_States
NRS NOLF_Imperial_Beach_(Ream_Field) Imperial_Beach,_California United_States
IPL Imperial_County_Airport Imperial,_California United_States
IML Imperial_Municipal_Airport Imperial,_Nebraska United_States
IDP Independence_Municipal_Airport Independence,_Kansas United_States
INS Creech_Air_Force_Base Indian_Springs,_Nevada United_States
IDI Indiana_County_Airport_(Jimmy_Stewart_Field) Indiana,_Pennsylvania United_States
IND Indianapolis_International_Airport Indianapolis,_Indiana United_States
INL Falls_International_Airport International_Falls,_Minnesota United_States
IYK Inyokern_Airport Inyokern,_California United_States
IOW Iowa_City_Municipal_Airport Iowa_City,_Iowa United_States
IFA Iowa_Falls_Municipal_Airport Iowa_Falls,_Iowa United_States
IRB Iraan_Municipal_Airport Iraan,_Texas United_States
IMT Ford_Airport Iron_Mountain_/_Kingsford,_Michigan United_States
IWD Gogebic-Iron_County_Airport Ironwood,_Michigan United_States
ISP Long_Island_MacArthur_Airport Islip,_New_York United_States
ITH Ithaca_Tompkins_Regional_Airport Ithaca,_New_York United_States
KIB Ivanof_Bay_Seaplane_Base Ivanof_Bay,_Alaska United_States
KPT Jackpot_Airport_(Hayden_Field) Jackpot,_Nevada United_States
JXN Jackson_County_Airport_(Reynolds_Field) Jackson,_Michigan United_States
MJQ Jackson_Municipal_Airport Jackson,_Minnesota United_States
JAN Jackson-Evers_International_Airport Jackson,_Mississippi United_States
HKS Hawkins_Field Jackson,_Mississippi United_States
MKL McKellar-Sipes_Regional_Airport Jackson,_Tennessee United_States
JAC Jackson_Hole_Airport Jackson,_Wyoming United_States
LRF Little_Rock_Air_Force_Base Jacksonville,_Arkansas United_States
JAX Jacksonville_International_Airport Jacksonville,_Florida United_States
NEN NOLF_Whitehouse Jacksonville,_Florida United_States
NIP NAS_Jacksonville_(Towers_Field) Jacksonville,_Florida United_States
CRG Craig_Municipal_Airport Jacksonville,_Florida United_States
IJX Jacksonville_Municipal_Airport_(not_Imeson_Field) Jacksonville,_Illinois United_States
OAJ Albert_J.Ellis_Airport Jacksonville,_North_Carolina United_States
JKV Cherokee_County_Airport Jacksonville,_Texas United_States
AFN Jaffrey_Airport_-_Silver_Ranch_Airpark Jaffrey,_New_Hampshire United_States
JHW Chautauqua_County-Jamestown_Airport Jamestown,_New_York United_States
JMS Jamestown_Regional_Airport Jamestown,_North_Dakota United_States
JVL Southern_Wisconsin_Regional_Airport Janesville,_Wisconsin United_States
APT Marion_County_Airport_(Brown_Field) Jasper,_Tennessee United_States
JAS Jasper_County_Airport_(Bell_Field) Jasper,_Texas United_States
JEF Jefferson_City_Memorial_Airport Jefferson_City,_Missouri United_States
EFW Jefferson_Municipal_Airport Jefferson,_Iowa United_States
JDA Grant_County_Regional_Airport_(Ogilvie_Field) John_Day,_Oregon United_States
JCY LBJ_Ranch_Airport Johnson_City,_Texas United_States
JST John_Murtha_Johnstown-Cambria_County_Airport Johnstown,_Pennsylvania United_States
JOT Joliet_Regional_Airport Joliet,_Illinois United_States
JBR Jonesboro_Municipal_Airport Jonesboro,_Arkansas United_States
JLN Joplin_Regional_Airport Joplin,_Missouri United_States
JDN Jordan_Airport Jordan,_Montana United_States
FRI Marshall_Army_Airfield_(Fort_Riley) Junction_City,_Kansas United_States
JCT Kimble_County_Airport Junction,_Texas United_States
JNU Juneau_International_Airport Juneau,_Alaska United_States
UNU Dodge_County_Airport Juneau,_Wisconsin United_States
OGG Kahului_Airport Kahului,_Hawaii United_States
KOA Kona_International_Airport Kailua_/_Kona,_Hawaii United_States
KAE Kake_Airport Kake,_Alaska United_States
KKK Kalakaket_Creek_Air_Station Kalakaket_Creek,_Alaska United_States
AZO Kalamazoo/Battle_Creek_International_Airport Kalamazoo/Battle_Creek,_Michigan United_States
LUP Kalaupapa_Airport Kalaupapa,_Hawaii United_States
FCA Glacier_Park_International_Airport Kalispell,_Montana United_States
KLG Kalskag_Airport Kalskag,_Alaska United_States
KAL Kaltag_Airport Kaltag,_Alaska United_States
MUE Waimea-Kohala_Airport Kamuela,_Hawaii United_States
KNB Kanab_Municipal_Airport Kanab,_Utah United_States
IKK Greater_Kankakee_Airport Kankakee,_Illinois United_States
MCI Kansas_City_International_Airport Kansas_City,_Missouri United_States
MKC Kansas_City_Downtown_Airport_(Charles_B.Wheeler_Downtown_Airport) Kansas_City,Missouri United_States
NAX Kalaeloa_Airport_(NAS_Barbers_POINT_)_(John_Rodgers_Field) Kapolei,_Hawaii United_States
KKL Karluk_Lake_Seaplane_Base Karluk_Lake,_Alaska United_States
KYK Karluk_Airport Karluk,_Alaska United_States
KXA Kasaan_Seaplane_Base Kasaan,_Alaska United_States
KUK Kasigluk_Airport Kasigluk,_Alaska United_States
MKK Molokai_Airport Kaunakakai,_Hawaii United_States
MVM Kayenta_Airport Kayenta,_Arizona United_States
EAR Kearney_Regional_Airport Kearney,_Nebraska United_States
EEN Dillant-Hopkins_Airport Keene,_New_Hampshire United_States
BKH Barking_Sands_PMRF Kekaha,_Hawaii United_States
CKE Ferndale_Resort_Seaplane_Base Kelseyville,_California United_States
KLS Southwest_Washington_Regional_Airport_(was_Kelso-Longview) Kelso,_Washington United_States
EMM Kemmerer_Municipal_Airport Kemmerer,_Wyoming United_States
ENA Kenai_Municipal_Airport Kenai,_Alaska United_States
KEH Kenmore_Air_Harbor Kenmore,_Washington United_States
KNT Kennett_Memorial_Airport Kennett,_Missouri United_States
ENW Kenosha_Regional_Airport Kenosha,_Wisconsin United_States
KKT Kentland_Municipal_Airport Kentland,_Indiana United_States
EOK Keokuk_Municipal_Airport Keokuk,_Iowa United_States
ERV Kerrville_Municipal_Airport_(Louis_Schreiner_Field) Kerrville,_Texas United_States
KTN Ketchikan_International_Airport Ketchikan,_Alaska United_States
WFB Ketchikan_Harbor_Seaplane_Base Ketchikan,_Alaska United_States
OCA Ocean_Reef_Club_Airport KEY_Largo,_Florida United_States
EYW Key_West_International_Airport Key_West,_Florida United_States
IAN Bob_Baker_Memorial_Airport Kiana,_Alaska United_States
FFA First_Flight_Airport Kill_Devil_Hills,_North_Carolina United_States
ILE Skylark_Field Killeen,_Texas United_States
KIC Mesa_Del_Rey_Airport King_City,_California United_States
KVC King_Cove_Airport King_Cove,_Alaska United_States
AKN King_Salmon_Airport King_Salmon,_Alaska United_States
IGM Kingman_Airport Kingman,_Arizona United_States
NQI NAS_Kingsville Kingsville,_Texas United_States
ISO Kinston_Regional_Jetport_at_Stallings_Field Kinston,_North_Carolina United_States
KPN Kipnuk_Airport Kipnuk,_Alaska United_States
IRK Kirksville_Regional_Airport Kirksville,_Missouri United_States
KKB Kitoi_Bay_Seaplane_Base Kitoi_Bay,_Alaska United_States
KVL Kivalina_Airport Kivalina,_Alaska United_States
LMT Klamath_Falls_Airport Klamath_Falls,_Oregon United_States
KLW Klawock_Airport Klawock,_Alaska United_States
SZL Whiteman_Air_Force_Base Knob_Noster,_Missouri United_States
TYS McGhee_Tyson_Airport Knoxville,_Tennessee United_States
OBU Kobuk_Airport Kobuk,_Alaska United_States
KDK Kodiak_Municipal_Airport Kodiak,_Alaska United_States
ADQ Kodiak_Airport Kodiak,_Alaska United_States
KNK Kokhanok_Airport Kokhanok,_Alaska United_States
OKK Kokomo_Municipal_Airport Kokomo,_Indiana United_States
KGK Koliganek_Airport Koliganek,_Alaska United_States
KKH Kongiganak_Airport Kongiganak,_Alaska United_States
OSX Kosciusko-Attala_County_Airport Kosciusko,_Mississippi United_States
KOT Kotlik_Airport Kotlik,_Alaska United_States
OTZ Ralph_Wien_Memorial_Airport Kotzebue,_Alaska United_States
KKA Koyuk_Alfred_Adams_Airport Koyuk,_Alaska United_States
KYU Koyukuk_Airport Koyukuk,_Alaska United_States
LKK Kulik_Lake_Airport Kulik_Lake,_Bristol_Bay_Borough,_Alaska United_States
UUK Ugnu-Kuparuk_Airport Kuparuk,_Alaska United_States
KWT Kwethluk_Airport Kwethluk,_Alaska United_States
KWK Kwigillingok_Seaplane_Base Kwigillingok,_Alaska United_States
LSE La_Crosse_Regional_Airport La_Crosse,_Wisconsin United_States
LGD La_Grande/Union_County_Airport La_Grande,_Oregon United_States
PPO La_Porte_Municipal_Airport La_Porte,_Indiana United_States
LPO La_Porte_Municipal_Airport La_Porte,_Indiana United_States
POC Brackett_Field La_Verne,_California United_States
LCI Laconia_Municipal_Airport Laconia,_New_Hampshire United_States
LFT Lafayette_Regional_Airport Lafayette,_Louisiana United_States
LGC LaGrange-Callaway_Airport LaGrange,_Georgia United_States
JHM Kapalua_Airport Lahaina,_Hawaii United_States
CWF Chennault_International_Airport Lake_Charles,_Louisiana United_States
LCH Lake_Charles_Regional_Airport Lake_Charles,_Louisiana United_States
LCQ Lake_City_Gateway_Airport Lake_City,_Florida United_States
XES Grand_Geneva_Resort_Airport Lake_Geneva,_Wisconsin United_States
HII Lake_Havasu_City_Airport Lake_Havasu_City,_Arizona United_States
LMA Lake_Minchumina_Airport Lake_Minchumina,_Alaska United_States
AIZ Lee_C._Fine_Memorial_Airport Lake_Ozark,_Missouri United_States
LKP Lake_Placid_Airport Lake_Placid,_New_York United_States
NEL NAES_Lakehurst_(Maxfield_Field) Lakehurst,_New_Jersey United_States
LAL Lakeland_Linder_Regional_Airport Lakeland,_Florida United_States
LKV Lake_County_Airport Lakeview,_Oregon United_States
LAA Lamar_Municipal_Airport Lamar,_Colorado United_States
LNY Lanai_Airport Lanai_City,_Hawaii United_States
WJF General_William_J._Fox_Airfield Lancaster,_California United_States
LNS Lancaster_Airport Lancaster,_Pennsylvania United_States
ZRL Lancaster_(Amtrak_Station) Lancaster,_Pennsylvania United_States
LND Hunt_Field Lander,_Wyoming United_States
LAN Capital_Region_International_Airport Lansing,_Michigan United_States
LAR Laramie_Regional_Airport Laramie,_Wyoming United_States
LRD Laredo_International_Airport Laredo,_Texas United_States
LQR Larned-Pawnee_County_Airport Larned,_Kansas United_States
KLN Larsen_Bay_Airport Larsen_Bay,_Alaska United_States
LRU Las_Cruces_International_Airport Las_Cruces,_New_Mexico United_States
LSV Nellis_Air_Force_Base Las_Vegas,_Nevada United_States
LAS McCarran_International_Airport Las_Vegas,_Nevada United_States
LVS Las_Vegas_Municipal_Airport Las_Vegas,_New_Mexico United_States
LBE Arnold_Palmer_Regional_Airport Latrobe,_Pennsylvania United_States
LUL Hesler-Noble_Field Laurel,_Mississippi United_States
LWC Lawrence_Municipal_Airport Lawrence,_Kansas United_States
LWM Lawrence_Municipal_Airport Lawrence,_Massachusetts United_States
LWV Lawrenceville-Vincennes_International_Airport Lawrenceville,_Illinois United_States
LVL Lawrenceville/Brunswick_Municipal_Airport Lawrenceville,_Virginia United_States
LAW Lawton-Fort_Sill_Regional_Airport Lawton,_Oklahoma United_States
ALZ Alitak_Seaplane_Base Lazy_Bay,_Alaska United_States
LRJ Le_Mars_Municipal_Airport Le_Mars,_Iowa United_States
LXV Lake_County_Airport Leadville,_Colorado United_States
LEB Lebanon_Municipal_Airport Lebanon,_New_Hampshire United_States
LEE Leesburg_International_Airport Leesburg,_Florida United_States
JYO Leesburg_Executive_Airport Leesburg,_Virginia United_States
LEM Lemmon_Municipal_Airport Lemmon,_South_Dakota United_States
NLC NAS_Lemoore_(Reeves_Field) Lemoore,_California United_States
AYE Moore_Army_Airfield_(Fort_Devens) Leominster,_Massachusetts United_States
LTW St._Mary's_County_Regional_Airport Leonardtown,_Maryland United_States
KLL Levelock_Airport Levelock,_Alaska United_States
LWB Greenbrier_Valley_Airport Lewisburg,_West_Virginia United_States
LWS Lewiston-Nez_Perce_County_Airport Lewiston,_Idaho United_States
LWT Lewistown_Municipal_Airport Lewistown,_Montana United_States
LEX Blue_Grass_Airport Lexington,_Kentucky United_States
LXN Jim_Kelly_Field Lexington,_Nebraska United_States
LBL Liberal_Municipal_Airport Liberal,_Kansas United_States
LIH Lihue_Airport Lihue,_Hawaii United_States
AOH Lima_Allen_County_Airport Lima,_Ohio United_States
LVD Lime_Village_Airport Lime_Village,_Alaska United_States
LIZ Loring_International_Airport_(was_Loring_AFB) Limestone,_Maine United_States
LIC Limon_Municipal_Airport Limon,_Colorado United_States
LNK Lincoln_Airport Lincoln,_Nebraska United_States
LDJ Linden_Airport Linden,_New_Jersey United_States
LIT Little_Rock_National_Airport_(Adams_Field) Little_Rock,_Arkansas United_States
LIV Livengood_Camp_Airport Livengood,_Alaska United_States
LVK Livermore_Municipal_Airport Livermore,_California United_States
