XZI Gare_de_Lorraine_TGV Metz–Nancy France
CUL Federal_de_Bachigualato_International_Airport Culiacán,_Sinaloa Mexico
DGO General_Guadalupe_Victoria_International_Airport Durango,_Durango Mexico
ESE Ensenada_Airport Ensenada,_Baja_California Mexico
GDL Don_Miguel_Hidalgo_y_Costilla_International_Airport Guadalajara Mexico
GYM General_José_María_Yáñez_International_Airport Guaymas,_Sonora Mexico
GUB Guerrero_Negro_Airport Guerrero_Negro,_Baja_California_Sur Mexico
HMO General_Ignacio_Pesqueira_Garcia_International_Airport Hermosillo,_Sonora Mexico
HUX Huatulco_International_Airport Huatulco_(Bahías_de_Huatulco),_Oaxaca Mexico
ISJ Isla_Mujeres_Airport Isla_Mujeres,_Quintana_Roo Mexico
IZT Ixtepec_Airport Ixtepec,_Oaxaca Mexico
JAL El_Lencero_Airport Jalapa,_Veracruz Mexico
PPE Mar_de_Cortés_International_Airport La_Jolla_de_Cortes,_Sonora Mexico
LAP Manuel_Márquez_de_León_International_Airport La_Paz,_Baja_California_Sur Mexico
LOM Francisco_P.V._y_R._Airport Lagos_de_Moreno,_Jalisco Mexico
LZC Lázaro_Cárdenas_Airport Lázaro_Cárdenas,_Michoacán Mexico
BJX Del_Bajío_International_Airport_(Guanajuato_Int'l_Airport) León,_Guanajuato Mexico
LTO Loreto_International_Airport Loreto,_Baja_California_Sur Mexico
SJD Los_Cabos_International_Airport Los_Cabos Mexico
LMM Federal_del_Valle_del_Fuerte_International_Airport Los_Mochis,_Sinaloa Mexico
ZLO Playa_de_Oro_International_Airport Manzanillo,_Colima Mexico
MAM GENERAL_Servando_Canales_International_Airport Matamoros,_Tamaulipas Mexico
MZT GENERAL_Rafael_Buelna_International_Airport Mazatlán,_Sinaloa Mexico
MID Manuel_Crescencio_Rejón_International_Airport Mérida,_Yucatán Mexico
MXL GENERAL_Rodolfo_Sánchez_Taboada_International_Airport Mexicali,_Baja_California Mexico
AZP Atizapan_Airport Mexico_City Mexico
MEX Mexico_City_International_Airport Mexico_City Mexico
MTT Minatitlán/Coatzacoalcos_NATIONAL_Airport Minatitlán,_Veracruz Mexico
LOV Venustiano_Carranza_International_Airport Monclova,_Coahuila Mexico
MTY GENERAL_Mariano_Escobedo_International_Airport Monterrey,_Nuevo_León Mexico
MLM GENERAL_Francisco_J.Mujica_International_Airport Morelia,_Michoacán Mexico
MUG Mulegé_Airport Mulegé,_Baja_California_Sur Mexico
NOG Nogales_International_Airport Nogales,_Sonora Mexico
NCG Nuevo_Casas_Grandes_Municipal_Airport Nuevo_Casas_Grandes,_Chihuahua Mexico
NLD Quetzalcóatl_International_Airport Nuevo_Laredo Mexico
OAX Xoxocotlán_International_Airport Oaxaca Mexico
PDS Piedras_Negras_International_Airport Piedras_Negras,_Coahuila Mexico
PCM Playa_del_Carmen_Airport Playa_del_Carmen Mexico
PAZ El_Tajín_NATIONAL_Airport Poza_Rica,_Veracruz Mexico
PBC Hermanos_Serdán_International_Airport Puebla Mexico
PXM Puerto_Escondido_International_Airport Puerto_Escondido,_Oaxaca Mexico
PJZ Puerto_Juarez_Airport Puerto_Juárez,_Quintana_Roo Mexico
PVR Lic.Gustavo_Díaz_Ordaz_International_Airport Puerto_Vallarta,_Jalisco Mexico
QRO Querétaro_International_Airport Querétaro Mexico
REX GENERAL_Lucio_Blanco_International_Airport Reynosa Mexico
SCX Salina_Cruz_Airport_(NAS_Salina_Cruz) Salina_Cruz,_Oaxaca Mexico
SLW Plan_de_Guadalupe_International_Airport Saltillo Mexico
SFH San_Felipe_International_Airport San_Felipe,_Baja_California Mexico
SLP Ponciano_Arriaga_International_Airport San_Luis_Potosí,_San_Luis_Potosí Mexico
TAM General_Francisco_Javier_Mina_International_Airport Tampico,_Tamaulipas Mexico
TSL Tamuín_National_Airport Tamuín,_San_Luis_Potosí Mexico
TAP Tapachula_International_Airport Tapachula,_Chiapas Mexico
TCN Tehuacán_Airport Tehuacán,_Puebla Mexico
TPQ Amado_Nervo_National_Airport Tepic,_Nayarit Mexico
TIJ General_Abelardo_L._Rodríguez_International_Airport Tijuana,_Baja_California Mexico
TZM Cupul_National_Airport Tizimín,_Yucatan Mexico
TLC Lic._Adolfo_López_Mateos_International_Airport Toluca,_Estado_de_México Mexico
TRC Francisco_Sarabia_International_Airport_(Torreón_Int'l) Torreón,_Coahuila Mexico
TUY Tulum_Airport Tulum,_Quintana_Roo Mexico
TGZ Angel_Albino_Corzo_International_Airport Tuxtla_Gutiérrez,_Chiapas Mexico
UPN Lic._y_Gen._Ignacio_López_Rayón_International_Airport Uruapan,_Michoacán Mexico
VER General_Heriberto_Jara_International_Airport Veracruz,_Veracruz Mexico
VSA Carlos_Rovirosa_Pérez_International_Airport Villahermosa,_Tabasco Mexico
ZCL General_Leobardo_C._Ruiz_International_Airport_(La_Calera_Airport) Zacatecas,_Zacatecas Mexico
ZMM Zamora_Airport Zamora,_Michoacán Mexico
ZIH Ixtapa-Zihuatanejo_International_Airport Zihuatanejo,_Guerrero Mexico
NLU Santa_Lucía_Air_FORCE_Base_Num_1 Zumpango,_State_of_Mexico Mexico
BZY B?l?i_International_Airport B?l?i Moldova
KIV Chi?in?u_International_Airport Chi?in?u Moldova
MCM Monaco_Heliport Fontvieille Monaco
LTI Altai_Airport Altai,_Govi-Altai Mongolia
AVK Arvaikheer_Airport Arvaikheer Mongolia
ULG Ölgii_Airport Bayan-Ölgii_Province Mongolia
BYN Bayankhongor_Airport Bayankhongor Mongolia
UGA Bulgan_Airport Bulgan Mongolia
COQ Choibalsan_Airport Choibalsan Mongolia
DLZ Omnogobi_Airport Dalanzadgad Mongolia
ERT Erdenet_Airport Erdenet Mongolia
KHR Kharkhorin_Airport Kharkhorin Mongolia
HVD Khovd_Airport Khovd Mongolia
HJT Khujirt_Airport Khujirt,_Övörkhangai Mongolia
MXW Mandalgovi_Airport Mandalgovi,_Dundgovi Mongolia
MXV Mörön_Airport Mörön,_Khövsgöl_Province Mongolia
UNR Öndörkhaan_Airport Öndörkhaan,_Khentii Mongolia
TSZ Tsetserleg_Airport Tsetserleg,_Arkhangai Mongolia
ULO Ulaangom_Airport Ulaangom,_Uvs_Province Mongolia
ULN Chinggis_Khaan_International_Airport Ulan_Bator Mongolia
IVG Berane_Airport_(Dolac_Airport,_Ivangrad) Berane Montenegro
TGD Podgorica_Airport Golubovci Montenegro
TIV Tivat_Airport Tivat Montenegro
ZBK Žabljak_Airport Žabljak Montenegro
AGA Al_Massira_Airport Agadir Morocco
AHU Charif_Al_ldrissi_Airport Al_Hoceima Morocco
CAS Anfa_Airport Casablanca Morocco
CMN Mohammed_V_International_Airport Casablanca Morocco
EUN Hassan_I_Airport El_Aaiún_(Laayoune) Morocco
ERH Moulay_Ali_Cherif_Airport Er-Rachidia_(Errachidia) Morocco
ESU Essaouira_Airport Essaouira Morocco
FEZ Fes-Saïss_Airport Fes Morocco
GLN Goulimime_Airport Goulimime Morocco
NNA Kenitra_Airport Kenitra Morocco
RAK Menara_International_Airport Marrakech Morocco
MLN Melilla_Airport Melilla Morocco
NDR Arwi_Airport Nador Morocco
OZZ Ouarzazate_Airport Ouarzazate Morocco
OUD Angads_Airport Oujda Morocco
RBA Sale_Airport Rabat Morocco
SII Sania_Ramel_Airport Sidi_Ifni Morocco
TTA Tan_Tan_Airport_(Plage_Blanche_Airport) Tan-Tan Morocco
TNG Ibn_Batouta_International_Airport Tangier Morocco
TTU Sania_Ramel_Airport Tétouan Morocco
AME Alto_Molocue_Airport Alto_Molocue Mozambique
ANO Angoche_Airport Angoche Mozambique
BJN Bajone_Airport Bajone Mozambique
IBL Indigo_Bay_Lodge_Airport Bazaruto_Island Mozambique
BZB Bazaruto_Island_Airport Bazaruto_Island Mozambique
BEW Beira_Airport Beira Mozambique
BCW Benguera_Island_Airport Benguera_Island Mozambique
VPY Chimoio_Airport Chimoio Mozambique
INE Chinde_Airport Chinde Mozambique
FXO Cuamba_Airport Cuamba Mozambique
IBO Ibo_Airport Ibo Mozambique
INH Inhambane_Airport Inhambane Mozambique
IMG Inhaminga_Airport Inhaminga Mozambique
VXC Lichinga_Airport Lichinga Mozambique
LBM Luabo_Airport Luabo Mozambique
MFW Magaruque_Airport Magaruque_Island Mozambique
MPM Maputo_International_Airport Maputo Mozambique
MZB Mocimboa_da_Praia_Airport Mocimboa_da_Praia Mozambique
MMW Moma_Airport Moma Mozambique
MTU Montepuez_Airport Montepuez,_Cabo_Delgado_Province Mozambique
MUD Mueda_Airport Mueda Mozambique
MNC Nacala_Airport Nacala Mozambique
APL Nampula_Airport Nampula Mozambique
LMZ Palma_Airport Palma Mozambique
POL Pemba_Airport Pemba/Porto_Amelia Mozambique
TCV Chingozi_Airport Tete Mozambique
TET Chingozi_Airport Tete Mozambique
VNX Vilankulo_Airport Vilanculos Mozambique
VJB Xai_Xai_Airport Xai_Xai Mozambique
NYT Naypyidaw_Airport Naypyidaw Myanmar
RGN Yangon_International_Airport Yangon Myanmar
NYU Bagan_Airport Bagan Myanmar_(Burma)
BSX Bassein_Airport Bassein Myanmar_(Burma)
BMO Bhamo_Airport Bhamo Myanmar_(Burma)
TVY Dawei_Airport Dawei Myanmar_(Burma)
GAW Gangaw_Airport Gangaw Myanmar_(Burma)
GWA Gwa_Airport Gwa Myanmar_(Burma)
HEH Heho_Airport Heho Myanmar_(Burma)
HEB Henzada_Airport Henzada Myanmar_(Burma)
HOX Hommalinn_Airport Hommalinn Myanmar_(Burma)
KMV Kalemyo_Airport Kalemyo Myanmar_(Burma)
KAW Kawthaung_Airport Kawthaung Myanmar_(Burma)
KET Kengtung_Airport Kengtung Myanmar_(Burma)
KHM Khamti_Airport Khamti Myanmar_(Burma)
KYP Kyaukpyu_Airport Kyaukpyu Myanmar_(Burma)
KYT Kyauktaw_Airport Kyauktaw Myanmar_(Burma)
LSH Lashio_Airport Lashio Myanmar_(Burma)
LIW Loikaw_Airport Loikaw Myanmar_(Burma)
MWQ Magwe_Airport Magwe Myanmar_(Burma)
MDL Mandalay_International_Airport Mandalay Myanmar_(Burma)
MNU Mawlamyaing_Airport Mawlamyaing_(Maulmyine) Myanmar_(Burma)
MOE Momeik_Airport Momeik Myanmar_(Burma)
MOG Mong_Hsat_Airport Mong_Hsat Myanmar_(Burma)
MGK Mong_Tong_Airport Mong_Tong Myanmar_(Burma)
MGZ Myeik_Airport Myeik Myanmar_(Burma)
MYT Pamti_Airport Myitkyina Myanmar_(Burma)
AKY Sittwe_Airport Sittwe Myanmar_(Burma)
THL Tachilek_Airport Tachilek Myanmar_(Burma)
XYE Ye_Airport Ye,_Mon_State Myanmar_(Burma)
AIW Ai-Ais_Airport Ai-Ais Namibia
ADI Arandis_Airport Arandis_/_Swakopmund Namibia
GOG Gobabis_Airport Gobabis Namibia
GFY Grootfontein_Airport Grootfontein Namibia
HAL Halali_Airport Halali Namibia
KAS Karasburg_Airport Karasburg Namibia
MPA Katima_Mulilo_Airport_(Mpacha_Airport) Katima_Mulilo Namibia
KMP Keetmanshoop_Airport Keetmanshoop Namibia
LUD Luderitz_Airport_(Diaz_POINT_Airport) Luderitz Namibia
NDU Rundu_Airport Rundu,_Okavango_Region Namibia
WVB Walvis_Bay_Airport Walvis_Bay Namibia
ERS Eros_Airport Windhoek Namibia
WDH Windhoek_Hosea_Kutako_International_Airport Windhoek Namibia
INU Nauru_International_Airport Yaren Nauru
BGL Baglung_Airport Baglung Nepal
BIT Baitadi_Airport Baitadi Nepal
BJH Bajhang_Airport Bajhang Nepal
BJU Bajura_Airport Bajura Nepal
BDP Bhadrapur_Airport_(Chandragadhi_Airport) Bhadrapur_/_Chandragadhi Nepal
BWA Bhairawa_Airport Bhairawa Nepal
BHR Bharatpur_Airport Bharatpur Nepal
BHP Bhojpur_Airport Bhojpur Nepal
BIR Biratnagar_Airport Biratnagar Nepal
HRJ Chaurjhari_Airport Chaurjhari Nepal
DNP Tulsipur_Airport_(Dang_Airport) Dang Nepal
DAP Darchula_Airport Darchula Nepal
DHI Dhangarhi_Airport Dhangarhi Nepal
DOP Dolpa_Airport Dolpa Nepal
GKH Gorkha_Airport Gorkha Nepal
JKR Janakpur_Airport Janakpur Nepal
JIR Jiri_Airport Jiri Nepal
JMO Jomsom_Airport Jomsom Nepal
JUM Jumla_Airport Jumla Nepal
KTM Tribhuvan_International_Airport Kathmandu Nepal
LDN Lamidanda_Airport Lamidanda Nepal
LTG Langtang_Airport Langtang Nepal
LUA Lukla_Airport_(Tenzing-Hillary_Airport) Lukla Nepal
XMG Mahendranagar_Airport Mahendranagar,_Mahakali Nepal
MEY Meghauli_Airport Meghauli Nepal
MWP Mountain_Airport Mountain Nepal
KEP Nepalgunj_Airport_(Mahendra_Airport) Nepalgunj Nepal
PPL Phaplu_Airport Phaplu Nepal
PKR Pokhara_Airport Pokhara Nepal
RHP Ramechhap_Airport Ramechhap Nepal
RUK Rukumkot_Airport Rukumkot Nepal
RUM Rumjatar_Airport Rumjatar Nepal
FEB Sanfebagar_Airport Sanfebagar Nepal
IMK Simikot_Airport Simikot Nepal
GLZ Gilze-Rijen_Air_Base Breda Netherlands
DHR De_Kooy_Airport Den_Helder Netherlands
EIN Eindhoven_Airport Eindhoven Netherlands
ENS Enschede_Airport_Twente Enschede Netherlands
GRQ Groningen_Airport_Eelde Groningen_/_Eelde Netherlands
AMS Amsterdam_Airport_Schiphol Haarlemmermeer Netherlands
LWR Leeuwarden_Airport Leeuwarden Netherlands
LID Valkenburg_Airport Leiden Netherlands
LEY Lelystad_Airport Lelystad Netherlands
MST Maastricht_Aachen_Airport Maastricht,_Limburg Netherlands
RTM Rotterdam_The_Hague_Airport Rotterdam Netherlands
UDE Volkel_Air_Base Uden,_Noord-Brabant Netherlands
WOE Woensdrecht_Air_Base Woensdrecht Netherlands
ZYA Amsterdam_Centraal_Railway_Station N/A Netherlands
QRH Rotterdam_Centraal_Railway_Station N/A Netherlands
ILP Moué_Airport_(Île_des_Pins_Airport) Île_des_Pins New_Caledonia
KNQ Koné_Airport Koné New_Caledonia
KOC Koumac_Airport Koumac New_Caledonia
LIF Ouanaham_Airport Lifou,_Loyalty_Islands New_Caledonia
MEE Maré_Airport Maré,_Loyalty_Islands New_Caledonia
PDC Mueo_Airport Mueo New_Caledonia
NOU La_Tontouta_International_Airport Noumea New_Caledonia
GEA Nouméa_Magenta_Airport Nouméa New_Caledonia
BMY Île_Art_-_Waala_Airport_(Belep_Islands_Airport) Waala,_Belep_Islands New_Caledonia
ALR Alexandra_Airport Alexandra New_Zealand
AMZ Ardmore_Airport Ardmore New_Zealand
ASG Ashburton_Airport Ashburton New_Zealand
BHE Woodbourne_Airport Blenheim New_Zealand
CHC Christchurch_International_Airport Christchurch New_Zealand
CMV Coromandel_Airport Coromandel New_Zealand
DGR Dargaville_Aerodrome Dargaville New_Zealand
DUD Dunedin_Airport Dunedin,_Otago New_Zealand
FGL Fox_Glacier_Airport Fox_Glacier New_Zealand
GIS Gisborne_Airport Gisborne New_Zealand
GBZ Claris_Airfield_(Great_Barrier_Island_Airport) Great_Barrier_Island New_Zealand
GMN Greymouth_Airport Greymouth New_Zealand
HLZ Hamilton_International_Airport Hamilton New_Zealand
HKK Hokitika_Airport Hokitika New_Zealand
IVC Invercargill_Airport Invercargill New_Zealand
KKO Kaikohe_Aerodrome Kaikohe New_Zealand
KBZ Kaikoura_Airport Kaikoura New_Zealand
KAT Kaitaia_Airport Kaitaia New_Zealand
KUI Kawau_Island_Airport Kawau_Island New_Zealand
KKE Bay_of_Islands_Airport_(Kerikeri_Airport) Kerikeri New_Zealand
AKL Auckland_Airport Mangere New_Zealand
MRO Hood_Aerodrome Masterton New_Zealand
MTA Matamata_Airport Matamata New_Zealand
MFN Milford_Sound_Airport Milford_Sound New_Zealand
MZP Motueka_Aerodrome Motueka New_Zealand
GTN Glentanner_Aerodrome Mount_Cook New_Zealand
MON Mount_Cook_Aerodrome Mount_Cook New_Zealand
NPE Napier_Airport_(Hastings_Airport) Napier New_Zealand
NSN Nelson_Airport Nelson New_Zealand
NPL New_Plymouth_Airport New_Plymouth New_Zealand
OAM Oamaru_Airport Oamaru,_North_Otago New_Zealand
PMR Palmerston_North_International_Airport Palmerston_North New_Zealand
PPQ Paraparaumu_Airport Paraparaumu_Beach New_Zealand
ZQN Queenstown_Airport Queenstown New_Zealand
ROT Rotorua_Airport Rotorua New_Zealand
SZS Ryans_Creek_Aerodrome Stewart_Island New_Zealand
KTF Takaka_Aerodrome Takaka New_Zealand
TUO Taupo_Airport Taupo New_Zealand
TRG Tauranga_Airport Tauranga New_Zealand
TMZ Thames_Aerodrome Thames New_Zealand
TIU Richard_Pearse_Airport Timaru New_Zealand
CHT Chatham_Islands_/_Tuuta_Airport Waitangi,_Chatham_Islands New_Zealand
WKA Wanaka_Airport Wanaka New_Zealand
WAG Wanganui_Airport Wanganui New_Zealand
WLG Wellington_International_Airport Wellington New_Zealand
WSZ Westport_Airport Westport New_Zealand
WHK Whakatane_Airport Whakatane New_Zealand
WRE Whangarei_Airport Whangarei New_Zealand
BEF Bluefields_Airport Bluefields Nicaragua
BZA Bonanza_Airport Bonanza,_RAAN Nicaragua
RNI Corn_Island_Airport Corn_Island Nicaragua
MGA Augusto_C.Sandino_International_Airport Managua Nicaragua
PUZ Puerto_Cabezas_Airport Puerto_Cabezas Nicaragua
SIU Siuna_Airport Siuna Nicaragua
WSP Waspam_Airport Waspam Nicaragua
AJY Mano_Dayak_International_Airport Agadez Niger
RLT Arlit_Airport Arlit Niger
ABB Asaba_International_Airport Asaba,_Delta Niger
BKN Birni_Nkoni_Airport Birni_Nkoni Niger
MFQ Maradi_Airport Maradi Niger
NIM Diori_Hamani_International_Airport Niamey Niger
THZ Tahoua_Airport Tahoua Niger
ZND Zinder_Airport Zinder Niger
ABV Nnamdi_Azikiwe_International_Airport Abuja Nigeria
AKR Akure_Airport Akure Nigeria
BCU Bauchi_Airport Bauchi Nigeria
BNI Benin_City_Airport Benin_City Nigeria
CBQ Calabar_Airport Calabar Nigeria
ENU Enugu_Airport Enugu Nigeria
QUS Gusau_Airport Gusau Nigeria
IBA Ibadan_Airport Ibadan Nigeria
ILR Ilorin_Airport Ilorin Nigeria
JOS Jos_Airport_(Yakubu_Gowon_Airport) Jos Nigeria
KAD Kaduna_Airport Kaduna Nigeria
KAN Mallam_Aminu_Kano_International_Airport Kano Nigeria
LOS Murtala_Muhammed_International_Airport Lagos Nigeria
MIU Maiduguri_International_Airport Maiduguri Nigeria
MDI Makurdi_Airport Makurdi,_Benue_State Nigeria
MXJ Minna_Airport Minna Nigeria
QOW Sam_Mbakwe_Airport Owerri Nigeria
PHC PORT_Harcourt_International_Airport_(Omagwa_INT_'l) PORT_Harcourt Nigeria
QUO Akwa_Ibom_International_Airport Uyo,_Akwa_Ibom_State Nigeria
YOL Yola_Airport Yola Nigeria
ZAR Zaria_Airport Zaria Nigeria
IUE Hanan_International_Airport Alofi Niue
FNJ Pyongyang_Sunan_International_Airport Pyongyang North_Korea
ROP Rota_International_Airport Rota_Island Northern_Mariana_Islands
SPN Saipan_International_Airport_(Francisco_C._Ada) Saipan_Island Northern_Mariana_Islands
TIQ Tinian_International_Airport_(West_Tinian) Tinian_Island Northern_Mariana_Islands
AES Ålesund_Airport,_Vigra Aalesund Norway
ALF Alta_Airport Alta Norway
ANX Andøya_Airport,_Andenes Andenes Norway
BDU Bardufoss_Airport Bardufoss Norway
BJF Båtsfjord_Airport Båtsfjord,_Finnmark Norway
BGO Bergen_Flesland_Airport Bergen Norway
BVG Berlevåg_Airport Berlevåg Norway
BOO Bodø_Airport Bodø Norway
BNN Brønnøysund_Airport,_Brønnøy Brønnøysund,_Nordland Norway
EVE Harstad/Narvik_Airport,_Evenes Evenes Norway
VDB Fagernes_Airport,_Leirin Fagernes Norway
FAN Lista_Airport Farsund Norway
FRO Florø_Airport Florø,_Sogn_og_Fjordane Norway
FDE Førde_Airport,_Bringeland Førde_/_Bringeland Norway
SDN Sandane_Airport,_Anda Gloppen,_Sogn_og_Fjordane Norway
GLL Gol_Airport,_Klanten Gol Norway
SKN Stokmarknes_Airport,_Skagen Hadsel,_Nordland Norway
HMR Hamar_Airport,_Stafsberg Hamar Norway
HFT Hammerfest_Airport Hammerfest,_Finnmark Norway
ZWC Stavanger_Station Hanover Norway
HAA Hasvik_Airport Hasvik Norway
HAU Haugesund_Airport,_Karmøy Haugesund_/_Karmøy Norway
KKN Kirkenes_Airport,_Høybuktmoen Kirkenes,_Finnmark Norway
KRS Kristiansand_Airport,_Kjevik Kristiansand,_Vest-Agder Norway
KSU Kristiansund_Airport,_Kvernberget Kristiansund Norway
LKL Lakselv_Airport,_Banak Lakselv Norway
LKN Leknes_Airport Leknes Norway
LYR Svalbard_Airport,_Longyear Longyearbyen,_Svalbard Norway
MEH Mehamn_Airport Mehamn Norway
MQN Mo_i_Rana_Airport,_Røssvoll Mo_i_Rana Norway
MOL Molde_Airport,_Årø Molde Norway
MJF Mosjøen_Airport,_Kjærstad Mosjøen Norway
OSY Namsos_Airport,_Høknesøra Namsos Norway
NVK Narvik_Airport,_Framnes Narvik,_Nordland Norway
HVG Honningsvåg_Airport,_Valan Nordkapp,_Finnmark Norway
NTB Notodden_Airport,_Tuven Notodden Norway
HOV Ørsta/Volda_Airport,_Hovden Ørsta_/_Volda_/_Hovden,_Møre_og_Romsdal Norway
FBU Fornebu_Airport_(closed) Oslo Norway
RRS Røros_Airport Røros Norway
RVK Rørvik_Airport,_Ryum Rørvik Norway
RET Røst_Airport Røst,_Nordland Norway
RYG Moss_Airport,_Rygge_/_Rygge_Air_Station Rygge Norway
TRF Sandefjord_Airport,_Torp Sandefjord_/_Stokke Norway
SSJ Sandnessjøen_Airport,_Stokka Sandnessjøen Norway
SKE Skien_Airport,_Geiteryggen Skien,_Telemark Norway
SOG Sogndal_Airport,_Haukåsen Sogndal Norway
SOJ Sørkjosen_Airport Sørkjosen Norway
SVG Stavanger_Airport,_Sola Stavanger Norway
SRP Stord_Airport,_Sørstokken Stord,_Hordaland Norway
SVJ Svolvær_Airport,_Helle Svolvær Norway
TOS Tromsø_Airport Tromsø Norway
TRD Trondheim_Airport,_Værnes Trondheim,_Sør-Trøndelag Norway
OSL Oslo_Airport,_Gardermoen Ullensaker Norway
VDS Vadsø_Airport Vadsø,_Finnmark Norway
VRY Værøy_Heliport Værøy,_Nordland Norway
VAW Vardø_Airport,_Svartnes Vardø Norway
QFV Bergen_Railway_Station N/A Norway
XGH Flåm_Station N/A Norway
XXL Lillehammer_Station N/A Norway
XZO Oslo_Central_Station N/A Norway
XZT Trondheim_Central_Station N/A Norway
BYB Dibba_Airport Dibba Oman
JNJ Duqm_Jaaluni_Airport Duqm Oman
KHS Khasab_Airport Khasab Oman
MSH Masirah_Air_Base Masirah_Island Oman
MCT Muscat_International_Airport_(formerly_Seeb_Airport) Muscat Oman
SLL Salalah_Airport Salalah Oman
AAW Abbottabad_Airport Abbottabad Pakistan
ATG Attock_Airport Attock Pakistan
BDN Talhar_Airport Badin Pakistan
WGB Bahawalnagar_Airport Bahawalnagar Pakistan
BHV Bahawalpur_Airport Bahawalpur Pakistan
BNP Bannu_Airport Bannu,_North-West_Frontier_Province Pakistan
BHC Bhurban_Heliport Bhurban Pakistan
CWP Campbellpore_Airport Campbellpore Pakistan
CHB Chilas_Airport Chilas Pakistan
CJL Chitral_Airport Chitral Pakistan
DDU Dadu_Airport Dadu Pakistan
DBA Dalbandin_Airport Dalbandin Pakistan
DEA Dera_Ghazi_Khan_Airport Dera_Ghazi_Khan Pakistan
DSK Dera_Ismail_Khan_Airport Dera_Ismail_Khan Pakistan
LYP Faisalabad_International_Airport Faisalabad Pakistan
GIL Gilgit_Airport Gilgit Pakistan
GRT Gujrat_Airport Gujrat Pakistan
GWD Gwadar_Airport Gwadar Pakistan
HDD Hyderabad_Airport Hyderabad Pakistan
ISB Benazir_Bhutto_International_Airport_(Islamabad_International) Islamabad_/_Rawalpindi Pakistan
JAG Jacobabad_Air_Base_(Shahbaz_Air_Base) Jacobabad Pakistan
JIW Jiwani_Airport Jiwani Pakistan
KCF Kadanwari_Airport Kadanwari Pakistan
KBH Kalat_Airport Kalat Pakistan
KHI Jinnah_International_Airport_(Quaid-e-Azam_Int'l) Karachi Pakistan
KDD Khuzdar_Airport Khuzdar Pakistan
OHT Kohat_Airport Kohat Pakistan
LHE Allama_Iqbal_International_Airport Lahore Pakistan
LRG Loralai_Airport Loralai Pakistan
HRA Mansehra_Airport Mansehra Pakistan
MWD PAF_Base_Mianwali Mianwali Pakistan
MJD Moenjodaro_Airport Moenjodaro Pakistan
MUX Multan_International_Airport Multan Pakistan
MFG Muzaffarabad_Airport Muzaffarabad Pakistan
PJG Panjgur_Airport Panjgur Pakistan
PEW Peshawar_Airport Peshawar Pakistan
UET Quetta_International_Airport Quetta Pakistan
SWN Sahiwal_Airport Sahiwal Pakistan
BHW Bhagatanwala_Airport Sargodha Pakistan
SKT Sialkot_International_Airport Sialkot Pakistan
MPD Sindhri_Tharparkar_Airport_(Mirpur_Khas_Airport) Sindhri_Tharparkar Pakistan
KDU Skardu_Airport Skardu Pakistan
SKZ Sukkur_Airport Sukkur Pakistan
PZH Zhob_Airport Zhob Pakistan
ROR Babelthuap_Airport Koror Palau
GZA Yaser_Arafat_International_Airport Gaza Palestine
ACU Achutupo_Airport Achutupo Panama
AIL Ailigandi_Airport Ailigandi Panama
BOC Bocas_del_Toro_"Isla_Colón"_International_Airport Bocas_Town,_Bocas_del_Toro Panama
CTE Carti_Airport Cartí Panama
CHX Captain_Manuel_Niño_International_Airport Changuinola,_Bocas_del_Toro Panama
CTD Herrera_Alonso_Valderrama_Airport Chitré Panama
ONX Enrique_Adolfo_Jiménez_Airport Colón Panama
OTD Contadora_Airport Contadora_Island Panama
DAV Enrique_Malek_International_Airport David,_Chiriquí_Province Panama
ELE El_Real_Airport El_Real Panama
GHE Garachiné_Airport Garachiné Panama
JQE Jaqué_Airport Jaqué Panama
PAC Albrook_Marcos_A.Gelabert_International_Airport Panama_City Panama
PTY Tocumen_International_Airport Panama_City Panama
AML Puerto_Armuellas_Airport Puerto_Armuellas Panama
SYP Ruben_Cantu_Airport Santiago_de_Veraguas Panama
PYC Playón_Chico_Airport Ukupseni,_Guna_Yala Panama
BFQ Bahia_de_Piña_Airport Bahia_de_Piña Panamá
BLB Howard_Airport Balboa Panamá
CZJ Corazon_de_Jesus_Airport Corazon_de_Jesus Panamá
MPI Mamitupo_Airport Mamitupo Panamá
MPP Mulatupo_Airport Mulatupo Panamá
ABW Abau_Airport Abau Papua_New_Guinea
AFR Afore_Airport Afore Papua_New_Guinea
AUP Agaun_Airport Agaun Papua_New_Guinea
AIH Aiambak_Airport Aiambak Papua_New_Guinea
AIE Aiome_Airport Aiome Papua_New_Guinea
TAJ Tadji_Airport Aitape Papua_New_Guinea
ATP Aitape_Airstrip Aitape Papua_New_Guinea
AYU Aiyura_Airport Aiyura Papua_New_Guinea
GUR Gurney_Airport Alotau Papua_New_Guinea
AMF Ama_Airport Ama Papua_New_Guinea
AMU Amanab_Airport Amanab Papua_New_Guinea
AZB Amazon_Bay_Airport Amazon_Bay Papua_New_Guinea
AMG Amboin_Airport Amboin Papua_New_Guinea
AUJ Ambunti_Airport Ambunti Papua_New_Guinea
ADC Andakombe_Airport Andakombe Papua_New_Guinea
AGG Angorarn_Airport Angorarn Papua_New_Guinea
AKG Anguganak_Airport Anguganak Papua_New_Guinea
AOB Annanberg_Airport Annanberg Papua_New_Guinea
APR April_River_Airport April_River Papua_New_Guinea
ARP Aragip_Airport Aragip Papua_New_Guinea
AOA Aroa_Airport Aroa Papua_New_Guinea
AON Arona_Airport Arona Papua_New_Guinea
